Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
19628106,01/18/2011 03:30:00 PM,01/19/2011 09:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10128,1601 3 AVE,3 AVE,E 90 ST,E 91 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,01/19/2011 09:00:00 AM,08 MANHATTAN,MANHATTAN,997531,223993,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78147530043751,-73.95204410072269,"(40.78147530043751, -73.95204410072269)"
19637412,01/19/2011 08:23:00 PM,01/28/2011 08:14:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11360,1 BAY CLUB DR,BAY CLUB DR,23 AVE,23 AVE,,,ADDRESS,BAYSIDE,,N/A,Closed,,01/28/2011 08:14:00 AM,07 QUEENS,QUEENS,1044602,223167,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.779012083546895,-73.78208491752011,"(40.779012083546895, -73.78208491752011)"
19637456,01/19/2011 02:20:00 PM,01/20/2011 01:32:00 PM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11379,6140 71 ST,71 ST,ELIOT AVE,62 AVE,,,ADDRESS,MIDDLE VILLAGE,,N/A,Closed,,01/20/2011 01:32:00 PM,05 QUEENS,QUEENS,1015684,201776,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72044938444269,-73.88659997189853,"(40.72044938444269, -73.88659997189853)"
19636923,01/19/2011 09:33:00 AM,01/20/2011 01:29:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11101,21-03 45 AVE,45 AVE,21 ST,23 ST,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,,01/20/2011 01:29:00 PM,02 QUEENS,QUEENS,998864,211543,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74730116661744,-73.94725788614025,"(40.74730116661744, -73.94725788614025)"
19658669,01/22/2011 11:01:00 AM,03/04/2011 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10454,362 WILLIS AVE,WILLIS AVE,E 142 ST,E 143 ST,,,ADDRESS,BRONX,,N/A,Closed,,03/04/2011 12:00:00 AM,01 BRONX,BRONX,1006165,235087,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81190811354372,-73.9208317008432,"(40.81190811354372, -73.9208317008432)"
19674877,01/24/2011 10:25:00 AM,01/28/2011 09:26:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10022,1075 1 AVE,1 AVE,E 58 ST,E 59 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,01/28/2011 09:26:00 AM,06 MANHATTAN,MANHATTAN,994731,215934,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75935921114467,-73.9621670897145,"(40.75935921114467, -73.9621670897145)"
19675177,01/24/2011 05:25:00 PM,01/28/2011 10:41:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11204,1976 70 ST,70 ST,19 AVE,20 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/28/2011 10:41:00 AM,11 BROOKLYN,BROOKLYN,987167,163004,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61408425680397,-73.9894935192557,"(40.61408425680397, -73.9894935192557)"
19684530,01/25/2011 04:43:00 PM,01/28/2011 09:56:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11217,101 LAFAYETTE AVE,LAFAYETTE AVE,S PORTLAND AVE,S OXFORD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/28/2011 09:56:00 AM,02 BROOKLYN,BROOKLYN,991435,189665,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68726046681265,-73.97409259256202,"(40.68726046681265, -73.97409259256202)"
19684812,01/25/2011 09:50:00 AM,03/04/2011 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10463,80 VAN CORTLANDT PARK S,VAN CORTLANDT PARK S,HILLMAN AVE,GOUVERNEUR AVE,,,ADDRESS,BRONX,,N/A,Closed,,03/04/2011 12:00:00 AM,08 BRONX,BRONX,1014669,261619,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88470537463531,-73.88999051795918,"(40.88470537463531, -73.88999051795918)"
19684175,01/25/2011 10:38:00 AM,01/28/2011 08:11:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11208,1426 LORING AVE,LORING AVE,RUBY ST,EMERALD ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/28/2011 08:11:00 AM,05 BROOKLYN,BROOKLYN,1023410,182791,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6683092015993,-73.85883837978089,"(40.6683092015993, -73.85883837978089)"
19703997,01/27/2011 03:51:00 PM,03/04/2011 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10467,2280 OLINVILLE AVE,OLINVILLE AVE,THWAITES PL,WARING AVE,,,ADDRESS,BRONX,,N/A,Closed,,03/04/2011 12:00:00 AM,11 BRONX,BRONX,1020613,252469,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85956896855719,-73.86854389289176,"(40.85956896855719, -73.86854389289176)"
19713327,01/28/2011 02:05:00 PM,01/30/2011 09:35:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11210,1441 E 22 ST,E 22 ST,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/30/2011 09:35:00 AM,14 BROOKLYN,BROOKLYN,997373,164067,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61699273361189,-73.95273138131778,"(40.61699273361189, -73.95273138131778)"
19717197,01/29/2011 10:58:00 AM,01/31/2011 09:20:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11432,185-01 HILLSIDE AVE,HILLSIDE AVE,184 PL,186 ST,,,ADDRESS,JAMAICA,,N/A,Closed,,01/31/2011 09:20:00 AM,08 QUEENS,QUEENS,1046074,199595,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71430290011376,-73.77698662462291,"(40.71430290011376, -73.77698662462291)"
19703996,01/27/2011 11:40:00 AM,02/07/2011 07:24:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10016,88 LEXINGTON AVE,LEXINGTON AVE,E 26 ST,E 27 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,02/07/2011 07:24:00 AM,05 MANHATTAN,MANHATTAN,988916,209499,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.741701742668,-73.98316176219015,"(40.741701742668, -73.98316176219015)"
19712926,01/28/2011 04:50:00 PM,02/02/2011 09:18:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11216,583 GREENE AVE,GREENE AVE,MARCY AVE,TOMPKINS AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/02/2011 09:18:00 AM,03 BROOKLYN,BROOKLYN,999095,190277,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68893073309856,-73.94647110429608,"(40.68893073309856, -73.94647110429608)"
31918611,11/05/2015 10:15:00 AM,11/06/2015 08:37:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10031,405 EDGECOMB AVENUE,EDGECOMB AVENUE,W 150 ST,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,11/06/2015 08:37:00 AM,09 MANHATTAN,MANHATTAN,1000794,241180,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.828643366714246,-73.94021949858842,"(40.828643366714246, -73.94021949858842)"
19712925,01/28/2011 11:00:00 AM,03/04/2011 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11235,216 DOVER ST,DOVER ST,ORIENTAL BLVD,ESPLANADE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/04/2011 12:00:00 AM,15 BROOKLYN,BROOKLYN,998406,149365,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57663712750183,-73.94904135635483,"(40.57663712750183, -73.94904135635483)"
19717377,01/29/2011 03:25:00 PM,02/07/2011 07:24:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10065,345 E 64 ST,E 64 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,02/07/2011 07:24:00 AM,08 MANHATTAN,MANHATTAN,995065,217362,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76327830175268,-73.96095916406479,"(40.76327830175268, -73.96095916406479)"
19713164,01/28/2011 12:39:00 PM,01/31/2011 10:45:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11364,212-08 75 AVE,75 AVE,210 ST,BELL BLVD,,,ADDRESS,OAKLAND GARDENS,,N/A,Closed,,01/31/2011 10:45:00 AM,11 QUEENS,QUEENS,1050324,208076,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.737550378016365,-73.76157270182124,"(40.737550378016365, -73.76157270182124)"
19717491,01/29/2011 07:04:00 AM,01/31/2011 10:14:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11373,91-40 LAMONT AVE,LAMONT AVE,GLEANE ST,FORLEY ST,,,ADDRESS,ELMHURST,,N/A,Closed,,01/31/2011 10:14:00 AM,04 QUEENS,QUEENS,1019146,210414,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.744145570561265,-73.87406581678226,"(40.744145570561265, -73.87406581678226)"
19731518,01/31/2011 10:33:00 AM,03/04/2011 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11106,32-10 33 ST,33 ST,BROADWAY,34 AVE,,,ADDRESS,ASTORIA,,N/A,Closed,,03/04/2011 12:00:00 AM,01 QUEENS,QUEENS,1005280,216491,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.760869234344,-73.9240869940177,"(40.760869234344, -73.9240869940177)"
19731516,01/31/2011 03:50:00 PM,02/01/2011 07:19:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10463,3640 JOHNSON AVE,JOHNSON AVE,W 236 ST,OXFORD AVE,,,ADDRESS,BRONX,,N/A,Closed,,02/01/2011 07:19:00 AM,08 BRONX,BRONX,1009298,262717,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.887735917592124,-73.90941047078736,"(40.887735917592124, -73.90941047078736)"
19740347,02/01/2011 03:40:00 PM,02/02/2011 09:11:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11375,67-35 YELLOWSTONE BLVD,YELLOWSTONE BLVD,67 RD,67 DR,,,ADDRESS,FOREST HILLS,,N/A,Closed,,02/02/2011 09:11:00 AM,06 QUEENS,QUEENS,1026097,204339,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.727441059387644,-73.84901858247126,"(40.727441059387644, -73.84901858247126)"
19731517,01/31/2011 04:12:00 PM,02/02/2011 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10030,229 EDGECOMBE AVE,EDGECOMBE AVE,W 142 ST,W 145 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,02/02/2011 08:56:00 AM,09 MANHATTAN,MANHATTAN,999723,239178,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.823150388812316,-73.94409409245932,"(40.823150388812316, -73.94409409245932)"
19740348,02/01/2011 12:03:00 PM,02/02/2011 09:27:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11221,988 GREENE AVE,GREENE AVE,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/02/2011 09:27:00 AM,03 BROOKLYN,BROOKLYN,1004092,191036,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69100422073542,-73.92845042573668,"(40.69100422073542, -73.92845042573668)"
19766801,02/04/2011 02:03:00 PM,02/07/2011 09:27:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11224,525 NEPTUNE AVE,NEPTUNE AVE,W 5 ST,W 6 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/07/2011 09:27:00 AM,13 BROOKLYN,BROOKLYN,991779,150542,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57987586534817,-73.9728958591832,"(40.57987586534817, -73.9728958591832)"
19766800,02/04/2011 05:26:00 PM,02/07/2011 09:07:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10029,325 E 115 ST,E 115 ST,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,02/07/2011 09:07:00 AM,11 MANHATTAN,MANHATTAN,1001551,229284,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79599071789047,-73.93751479929313,"(40.79599071789047, -73.93751479929313)"
