"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"101",91.9375,92.75,90.625,92.6875,2354800,26.467438
"102",92.75,94.375,92.75,93.75,1819400,26.77084
"103",93.75,93.75,90,90,2797800,25.700007
"104",87.75,88.4375,86.8125,88,5200800,25.128896
"105",88,89.9375,88,89.875,3807600,25.664312
"106",89.8125,91.9375,89.8125,89.875,3490600,25.664312
"107",90.375,91.3125,89.3125,91.3125,4571800,26.074799
"108",90.5625,92.375,90.5625,91.4375,2770600,26.110493
"109",91.25,91.3125,88.625,88.75,3165800,25.343062
"110",89.9375,89.9375,88.375,89.0625,2449200,25.432298
"111",89.0625,89.125,87.9375,88.25,2513400,25.200284
"112",88.75,89,85.5,85.5,3129800,24.415006
"113",86.1875,89.375,86.1875,89.375,2895400,25.521535
"114",89.625,90.3125,88.5,89.25,2428800,25.48584
"115",89.3125,91.875,89.3125,91.5625,3416000,26.146187
"116",91.5,91.5,89.8125,90.5,3049600,25.842785
"117",90.25,92.4375,89.25,91.375,2900800,26.092646
"118",91.375,91.9375,90.5625,91.375,1683800,26.092646
"119",91.6875,93.75,91.6875,93.6875,2671400,26.752993
"120",93.5625,96.9375,93.5,96.5625,5948800,27.766608
"121",95,96.375,94.6875,95.25,4010200,27.389197
"122",94,94.4375,92.25,93.1875,2264600,26.796124
"123",93.1875,93.625,90.875,91.125,2750800,26.203051
"124",90.9375,90.9375,89.125,89.625,2524800,25.771725
"125",89.625,90.6875,89.0625,90.25,3189600,25.951444
"126",90.1875,90.1875,89,89,1352600,25.592006
"127",88.375,89.1875,87.8125,88.5625,2699600,25.466203
"128",87.25,90.5,87.1875,88.5625,2524200,25.466203
"129",88.75,92.5,87.875,92.5,2829600,26.598433
"130",91.875,92.4375,90,90.9375,2729800,26.149135
"131",91.75,92.75,90.0625,90.9375,2002000,26.149135
"132",90.3125,91.6875,90.3125,91,1635400,26.167107
"133",91.0625,91.125,89.5625,89.75,3649800,25.807669
"134",88.25,91.1875,87.5,90.5,3357400,26.023332
"135",91,92.5,91,92.1875,2418600,26.508574
"136",91.5,91.75,90.5,90.75,2685200,26.09522
"137",90.6875,90.75,88.5625,89.5625,3181800,25.753753
"138",87.875,89.875,87.8125,87.8125,3616600,25.25054
"139",88.375,91.75,88.375,89.9375,2516600,25.861585
"140",89.9375,89.9375,88.8125,89.4375,2465600,25.717809
"141",89.375,89.9375,87.5,87.5,4566800,25.16068
"142",87.5,88,85,86.140617,2375800,24.769789
"143",85.3125,87,85.125,85.4375,2420600,24.567607
"144",85.625,85.875,84.3125,84.75,2181600,24.369916
"145",85.5,86.6875,84,86.4375,1753200,24.855157
"146",85.5,86.4375,83.9375,84.625,2453800,24.333972
"147",84.9375,86.75,84.9375,86.5,2036800,24.873129
"148",87.25,87.8125,86,86,1510400,24.729354
"149",86.125,87.625,85.4375,85.5,1802200,24.585579
"150",85.6875,86.6875,84.75,86.625,1118400,24.909073
"151",85.875,85.875,82.5625,83.625,4387600,24.046421
"152",82.9375,84.125,82.5,83.625,3702400,24.046421
"153",83.0625,86.5625,83.0625,85.125,5567600,24.477747
"154",85.3125,89.1875,85.3125,88.75,4353400,25.520118
"155",90,90.875,89,90.3125,4487400,25.969416
"156",90.0625,90.0625,87.6875,87.875,2104800,25.268511
"157",87.875,88.875,86.9375,87.0625,2791200,25.034877
"158",87.0625,87.625,85.875,86.75,2992600,24.945017
"159",86.5,89.25,86.125,87.5625,3253400,25.178652
"160",85.8125,87.4375,85.5625,87,3673000,25.016905
"161",87.5,89.5,86.9375,89.3125,4317400,25.681865
"162",89,89,87.75,87.9375,5027000,25.286483
"163",88.1875,88.1875,86.8125,87.5,3419800,25.16068
"164",87.875,89.875,87.8125,88.5625,3947800,25.466203
"165",89.5,90.375,87.9375,88.8125,3536600,25.53809
"166",88.8125,90.5,87.625,88.5625,3854600,25.466203
"167",89.25,89.75,86.5,87.75,2681000,25.232568
"168",87.3125,87.625,83.5625,84.3125,3550800,24.244112
"169",83.5625,83.6875,81.875,82.5625,4066000,23.740899
"170",82.0625,83.9375,80.75,83.625,3660600,24.046421
"171",83.375,84.4375,82.5,83.1875,2611600,23.920618
"172",82.6875,83.9375,82.4375,82.625,3418800,23.758871
"173",82.125,82.5,80.625,81.4375,3512800,23.417404
"174",81.25,81.25,78.375,78.5625,4224200,22.590696
"175",79.125,80,78.4375,79.0625,3135600,22.734472
"176",80.125,80.6875,78.3125,78.3125,3567400,22.518809
"177",78.4375,78.6875,74.9375,75,4802400,21.566297
"178",75.5625,77.4375,74.875,76.8125,3832600,22.087483
"179",77.375,77.625,72.1875,74,5019800,21.278746
"180",74.1875,75.4375,73.625,73.8125,5039800,21.224831
"181",74.4375,77.6875,74.4375,77.5,6143400,22.285174
"182",77.75,78.9375,77.3125,77.8125,4749200,22.564284
"183",78.125,78.1875,76.5625,77.75,3735800,22.54616
"184",77.5,77.75,75.8125,76.1875,3570400,22.093062
"185",75.0625,76.1875,74.25,75.6875,3526400,21.948071
"186",75,75.0625,72.8125,73.25,3770000,21.241238
"187",73.3125,73.5625,71.375,71.4375,5415600,20.715644
"188",72,72.75,69.9375,71.0625,6453400,20.6069
"189",71.0625,74.9375,70.875,74.5625,5097800,21.62184
"190",74.5625,75.4375,73.4375,74.6875,4296600,21.658088
"191",74.5625,75.625,72.625,75.25,4633400,21.821203
"192",75.375,77.4375,74.9375,75.6875,4050400,21.948071
"193",74.5625,75.375,73.5625,74.5625,4637600,21.62184
"194",74.4375,74.75,73.6875,74,2814400,21.458725
"195",74.5625,82,74.5,81,5600000,23.488604
"196",80.125,84.375,79.75,81.0625,7262800,23.506728
"197",80.3125,84,79.75,83.25,4307200,24.141065
"198",83.5625,84.8125,79.4375,80.375,5384600,23.307365
"199",80.9375,83.75,79.75,79.8125,4170800,23.14425
"200",80,83.125,79.3125,82.875,4209400,24.032322
"201",82.875,84,80.875,83.9375,3756200,24.340428
"202",83.1875,87,81.6875,84.125,5194400,24.3948
"203",83.9375,84,82.3125,83.3125,4251000,24.159189
"204",83.5625,84.0625,81.6875,82.9375,2280400,24.050446
"205",83,86.5,83,86,3546000,24.938518
"206",84.5,85.75,82.4375,84,2794200,24.358552
"207",83,85.8125,82.25,84.625,4197800,24.539792
"208",84.75,85.9375,84.75,85.625,2815200,24.829774
"209",84.1875,85.875,82.4375,84.5625,3774200,24.521668
"210",83.5625,85.75,83.25,84.875,3260800,24.612287
"211",84.8125,89,84.6875,88.5,5306200,25.663475
"212",89.1875,92.25,89.0625,92.1875,7823200,26.732786
"213",92.25,94.25,91.875,92.4375,6282000,26.805282
"214",92.625,93.75,91.5,92.3125,3577200,26.769034
"215",92.5625,93.25,89.375,89.8125,7643400,26.044077
"216",89.625,90.6875,87.375,87.5,2959200,25.373492
"217",88,89.8125,87.3125,88.9375,2299000,25.790342
"218",88.9375,88.9375,86.3125,86.4375,2876000,25.065385
"219",85.4375,87.4375,85.125,86.0625,2417600,24.956642
"220",86.5625,89.5,86.5625,88.6875,3443400,25.717847
"221",89.3125,90.4375,88.4375,89,2795400,25.808466
"222",88.9375,88.9375,86.9375,86.9375,5013200,25.210377
"223",87,87.0625,85.4375,85.6875,3769400,24.847898
"224",85,85.6875,82.3125,82.9375,3983000,24.050446
"225",82.75,84.9375,82.3125,84.5625,3010400,24.521668
"226",84.3125,86.125,83.9375,84.75,3027000,24.576039
"227",83.125,86.3125,83.125,86.3125,2225200,25.029137
"228",85.3125,87.3125,84.9375,85.25,2998400,24.721031
"229",85.375,86.1875,84.0625,84.8125,3206000,24.594163
"230",86.1875,86.5625,85.4375,86.3125,2055600,25.029137
"231",86.3125,89,86.3125,88.4375,2895600,25.645351
"232",87.4375,88.4375,85.125,85.125,2810200,24.684783
"233",85.5,88.5,85.5,86.3125,2961200,25.029137
"234",87.1875,89.9375,87.125,89.3125,3557800,25.899086
"235",89.4375,89.4375,87.3125,87.3125,2793800,25.31912
"236",87.5625,89.125,87.5625,88.375,1928200,25.627227
"237",88.625,90.75,88.0625,90.75,2409600,26.315936
"238",91.0625,92.9375,90.75,91.8125,3292000,26.624043
"239",91.6875,91.75,88.875,90.125,1992000,26.134697
"240",89.4375,91.875,89.4375,90.875,2675600,26.352184
"241",90.875,93.4375,90.875,93.375,3395000,27.077141
"242",93,94.3125,92.625,94.281242,3320400,27.339935
"243",93.8125,94.75,93.4375,94,3337600,27.25838
"244",94,94,92.0625,92.9375,3079800,26.950273
"245",90.75,91.6875,90.0625,91.3125,3003200,26.665546
"246",91.5625,92.0625,90.375,90.875,1768400,26.537785
"247",91,93.9375,90.6875,93.3125,2767800,27.249597
"248",93.8125,94.875,93.3125,94.0625,3359600,27.468616
"249",93.6875,93.6875,91.5625,93.25,2436200,27.231345
"250",93.375,94.4375,92.75,94.25,3430600,27.52337
"251",93.875,93.875,91.4375,93.1875,2944800,27.213094
"252",93.8125,94,91.125,91.375,2299800,26.683798
"253",91.4375,91.6875,90.5625,91.3125,2054400,26.665546
"254",91.8125,93.4375,91.5625,92.4375,2577800,26.994075
"255",92.4375,92.4375,89.4375,91,2455200,26.574289
"256",90,90.5625,88.8125,90.5625,4548400,26.446528
"257",90.75,91.25,90.25,90.4375,2703200,26.410024
"258",90.5,93.1875,90.4375,92.875,2582000,27.121836
"259",93.875,93.9375,91.6875,92.375,3026200,26.975823
"260",92.4375,93,91.8125,92.5625,2089800,27.030578
"261",93,93.1875,91.5,92,3247800,26.866314
"262",92.8125,94.5,92.75,92.875,4403400,27.121836
"263",92,92.3125,91.4375,91.75,3726600,26.793307
"264",92.0625,94.4375,92.0625,93.25,4136000,27.231345
"265",93.0625,93.9375,92,93.125,2941800,27.194842
"266",92.625,94.6875,92.625,92.75,4890200,27.085333
"267",93.3125,93.4375,90.4375,91.375,3055400,26.683798
"268",91.375,91.375,89.6875,90.25,3538800,26.35527
"269",90.125,91.875,89.5,91.265617,3511400,26.651855
"270",91.8125,92.5625,89.375,89.5625,2522800,26.154502
"271",89.5625,90.5,89.4375,89.75,2062600,26.209257
"272",89.6875,90.5,88.6875,88.734383,2193200,25.912671
"273",88.875,88.875,88.25,88.4375,3088800,25.825974
"274",88.25,88.375,87.0625,87.578117,2898200,25.575013
"275",86.875,87.9375,86.5,86.640617,2383200,25.301239
"276",86.625,87.125,84.5625,84.8125,5210600,24.767383
"277",85,86.625,84.875,85.921883,1704400,25.091351
"278",85.0625,85.0625,82.0625,82.5,4520200,24.092075
"279",82.8125,85.375,82.8125,83.5625,3421600,24.402352
"280",84,85.1875,83.75,83.953117,2845600,24.516422
"281",84.0625,85.1875,84,84,1892200,24.530113
"282",84.125,87.5625,84.125,87,2678800,25.406188
"283",87.0625,87.0625,85.671883,85.671883,3279400,25.018344
"284",85.8125,85.9375,83.25,83.953117,3753200,24.516422
"285",83.6875,83.75,82.6875,83.75,2709000,24.457106
"286",84,84.5,82.625,82.671883,2861800,24.142269
"287",82.0625,83.4375,80.9375,81.4375,3793600,23.781798
"288",81.875,82.25,81.625,81.9375,2491800,23.927811
"289",82,82,80,80,2726600,23.362012
"290",80,80.25,78.5,78.5,3367000,22.923974
"291",78.6875,78.9375,77.3125,77.375,4472000,22.595446
"292",78,78.125,76.875,77.3125,4068600,22.577194
"293",78.5,79,77.3125,77.3125,5404200,22.577194
"294",78,81.125,77.9375,80.9375,4901800,23.635785
"295",81.25,82.375,80.25,80.578117,2873200,23.530837
"296",80,81.8125,78.6875,78.984383,3118600,23.065426
"297",78.5,80.1875,78.5,78.875,2891600,23.033484
"298",79.375,80.25,79.375,79.8125,3739200,23.307257
"299",80.25,81,78.875,80,3113800,23.362012
"300",78.6875,80.25,77.625,79.328117,3283000,23.165805
"301",79.6875,81.5625,79.625,80.703117,2206600,23.56734
"302",80,80.75,79.6875,80.359383,2108200,23.466961
"303",81.5,83.25,81.0625,82.593758,4060600,24.119454
"304",82.625,84.3125,82.625,83.875,2548800,24.493609
"305",83.8125,84.5625,83.125,84,3094600,24.530113
"306",83.25,84.6875,83.25,84.375,2507600,24.639622
"307",84.5,85.25,83.5,83.5,2118000,24.3841
"308",83.625,85.625,83.625,85.453117,3550000,25.15024
"309",85.4375,87.75,85.125,87.1875,3080200,25.660696
"310",85.6875,86.875,85.6875,86.031242,3106800,25.320391
"311",86.1875,87.1875,85.5,86.75,1498800,25.531933
"312",87,87.6875,86.25,86.625,1903600,25.495144
"313",87.625,89.6875,87.1875,88.875,4678000,26.157355
"314",86.625,86.9375,85.875,86.1875,3075600,25.36638
"315",86.5625,87.5,85.6875,86.875,2516400,25.568723
"316",86.125,88.0625,85.875,86.9375,1837600,25.587117
"317",86.875,87.375,85.9375,86,1724400,25.311196
"318",85.8125,85.9375,84.9375,85.109383,1886400,25.049073
"319",85.625,85.9375,84.375,84.515617,2609800,24.874318
"320",84.6875,86.5625,84.6875,85.468758,3277000,25.154843
"321",86.3125,87.1875,85.4375,85.9375,1721600,25.292801
"322",86.5625,88.6875,86.5625,88.125,2794000,25.936618
"323",89.5,89.5,88.1875,88.3125,3450000,25.991802
"324",87.375,87.9375,86.25,86.6875,2740600,25.513538
"325",86.6875,90,86.6875,89.3125,3479000,26.286118
"326",88.875,89.5,87.9375,88.5625,3381400,26.065381
"327",88.75,89.4375,88.125,88.625,2504800,26.083776
"328",88.625,88.625,87.3125,87.578117,1576600,25.775662
"329",87.75,91.4375,87.75,90.1875,7437600,26.543645
"330",90.875,92.3125,90,90,5081800,26.488461
"331",89.625,89.6875,88.0625,88.0625,3819800,25.918223
"332",89.375,90.625,86.6875,87,7055000,25.605512
"333",86.625,86.8125,84.625,85.3125,4706600,25.108854
"334",85.125,86.4375,83.6875,84.25,4486600,24.796143
"335",83,83.6875,81.5625,82.796883,4483400,24.368467
"336",83.75,84.8125,83.0625,83.3125,4283400,24.520221
"337",83.4375,85.625,82.8125,85.4375,3351400,25.145643
"338",85.4375,85.9375,84,84.140617,3668200,24.763949
"339",84.6875,86.875,84.6875,85.25,2704400,25.090459
"340",86.1875,87.5625,85.875,86.6875,2319400,25.513538
"341",87.1875,87.75,86.4375,86.875,2425200,25.568723
"342",87.5,87.5625,84.5,84.8125,2891000,24.961695
"343",84.8125,85.8125,83.4375,85.5,2979000,25.164038
"344",85.5,87.1875,83.8125,84.375,2542400,24.832932
"345",84.8125,86.375,84.8125,86,1701200,25.311196
"346",86.5,88,85.6875,87.1875,3105800,25.660696
"347",88.9375,88.9375,86.0625,86.625,6095200,25.495144
"348",86.625,88.5625,86.5625,87.3125,8978800,25.697486
"349",86.6875,86.9375,84,84.25,4028600,24.796143
"350",80,82.0625,78.5,82,17911000,24.133931
"351",81.5,82.875,80.75,82.875,8662800,24.391458
"352",83.375,83.375,81.75,82.5,4954600,24.281089
"353",81.875,83.1875,81.5,82.3125,4096400,24.225905
"354",82.3125,83.75,82.25,83.4375,5374800,24.557011
"355",83.5,83.625,81.875,82.5625,4619800,24.299484
"356",83.4375,83.4375,82,82.25,5664000,24.20751
"357",82.5,83.1875,81,81.5,3913800,23.986773
"358",83,83.125,81.8125,82,5642400,24.133931
"359",82.4375,82.4375,80,80.3125,2643200,23.637272
"360",79.375,81.875,79.375,81.625,3440000,24.023562
"361",81.625,82.5625,80.5625,82.125,3298000,24.170721
"362",82.75,84.125,82.5625,82.8125,3368200,24.373063
"363",82.875,82.875,80.5,80.5,4447000,23.692457
"364",81.1875,81.9375,80.3125,81.0625,4187800,23.85801
"365",80.9375,82.8125,80.5625,82.5625,3492800,24.299484
"366",82.5625,83.4375,81.5,82.0625,3348800,24.152326
"367",82.5,83.3125,82.5,83,2349200,24.428247
"368",83.375,84.125,82.75,83.375,2874400,24.538616
"369",83.4375,84.75,83.4375,84.125,3871200,24.759353
"370",85.0625,85.3125,82.625,83.125,2828400,24.465037
"371",83.1875,84.8125,83.1875,84.25,3050400,24.796143
"372",84.3125,84.9375,83.5625,83.9375,2583600,24.896249
"373",83.6875,84.25,83.0625,83.875,1992400,24.877711
"374",83.25,83.8125,82.75,83.75,2014400,24.840636
"375",84.3125,84.75,83.625,83.6875,1881600,24.822098
"376",83.75,85.4375,83.375,85,2951000,25.211391
"377",85,85.0625,84.3125,84.8125,2481000,25.155778
"378",84.9375,84.9375,84,84.3125,1067000,25.007476
"379",85.125,85.125,84,84.875,2285800,25.174316
"380",85.75,86,85.0625,85.8125,5185400,25.452383
"381",85.8125,85.9375,82.0625,82.125,5351400,24.358653
"382",82.6875,83.0625,80.5,81.875,4079800,24.284502
"383",82.4375,83,81.8125,82.625,3436000,24.506955
"384",82.375,83.8125,82.25,83,3926200,24.618182
"385",84.5,84.5,81.6875,81.8125,3139800,24.265964
"386",82,82.25,80.0625,80.5,3853000,23.876671
"387",81.0625,81.8125,80.5625,80.6875,2632600,23.932284
"388",80.3125,81.5625,79.375,81.3125,3028000,24.117662
"389",81.375,82.1875,80.5625,81.5,4312000,24.173275
"390",82.125,82.4375,81.5625,81.8125,2651000,24.265964
"391",81.5625,82.8125,81.5625,82.25,3157200,24.395729
"392",81.5,81.6875,78.5625,79.0625,4928400,23.450301
"393",79.75,80.375,78.25,78.25,8036200,23.20931
"394",78.875,81.5,78.6875,80.75,5606400,23.950822
"395",80.5625,82.4375,80.5625,81.0625,4275200,24.043511
"396",80.0625,80.125,78.1875,78.4375,4622200,23.264924
"397",79.1875,79.375,78.1875,78.375,4231600,23.246386
"398",78.9375,80.75,78.4375,80.625,3058600,23.913746
"399",81.625,83,81,82.8125,4361200,24.562569
"400",83.25,83.5625,82.1875,83.0625,2612600,24.63672
"401",84.875,86.125,83.8125,85.75,5321200,25.433845
"402",85.875,86.9375,84.4375,84.4375,3377200,25.044551
"403",85.1875,86.9375,84.9375,85.9375,3957200,25.489458
"404",85,85.4375,81.875,82.625,5330000,24.506955
"405",81.75,82,80.0625,80.875,5514600,23.987897
"406",80.875,82.3125,80.5625,81.5,3438200,24.173275
"407",81.5,82.375,81.0625,81.3125,3288000,24.117662
"408",81.3125,81.4375,79.625,80.25,3825200,23.802519
"409",80.25,80.3125,79.6875,80.125,4376200,23.765444
"410",81.125,81.625,80.5,81.4375,5133200,24.154737
"411",81.5,81.5,79.625,80.9375,5148400,24.006435
"412",80.875,81,79.5,81,5990400,24.024973
"413",80.375,80.9375,79.375,80.25,5570600,23.802519
"414",80,80.5625,79.3125,79.4375,5045000,23.561528
"415",78.8125,80,78.4375,79.3125,4766800,23.524453
"416",78.75,79.9375,78.6875,79.625,4818800,23.617142
"417",79.6875,80.1875,78.75,79.5625,4825600,23.598604
"418",80.1875,80.25,79,79.875,3268000,23.691293
"419",80.125,83.3125,80.125,83.1875,8396200,24.673795
"420",83.1875,83.5,82,82.625,4139800,24.506955
"421",81.620003,81.809998,80.910004,81.5,3165000,24.173275
"422",81.349998,82.099998,81,81.860001,2629600,24.280053
"423",82.599998,83.279999,81.900002,83.279999,3285200,24.701231
"424",83.279999,83.279999,81.559998,83.269997,2901000,24.698264
"425",83.269997,83.580002,82.010002,82.419998,2958000,24.446151
"426",82.800003,83.599998,82.550003,82.57,3338200,24.490642
"427",83.050003,85.300003,82.610001,84.690002,6619000,25.119445
"428",84.32,84.449997,83.059998,83.349998,4463600,24.721993
"429",83.360001,84.699997,83.129997,84.260002,3951400,24.991905
"430",85.110001,86.559998,85.099998,85.889999,4152800,25.475369
"431",86,86.690002,84.75,86.529999,4442600,25.665196
"432",85.639999,86,84.75,86,3622400,25.507996
"433",86.290001,86.699997,85.339996,85.849998,5079000,25.657426
"434",85,85.480003,84.699997,85.400002,4665400,25.522938
"435",86.050003,87.489998,85.550003,86.550003,5898200,25.866632
"436",86.300003,87.089996,86.07,86.5,3801000,25.851688
"437",86.5,87.220001,85.709999,85.93,5134600,25.681336
"438",86.400002,86.879997,85.940002,86.080002,4092400,25.726166
"439",86.080002,86.290001,84.139999,84.459999,3910600,25.242006
"440",84,85.25,83.599998,84.559998,4188800,25.271892
"441",84.599998,86.139999,84.589996,85.699997,4672200,25.612596
"442",85.910004,86.25,85.309998,85.660004,4308800,25.600643
"443",85.660004,87.099998,85.660004,86.839996,5236000,25.9533
"444",87,88.5,86.599998,88.449997,5213800,26.43447
"445",88.75,90.720001,88.75,90.379997,6764600,27.011277
"446",90.389999,90.989998,90.050003,90.449997,6489800,27.032197
"447",91,91.760002,90.82,91.379997,4273400,27.31014
"448",91.389999,93,90.889999,92.949997,5803000,27.779356
"449",92.949997,93.449997,92.089996,92.779999,3767800,27.72855
"450",92.739998,92.790001,91.830002,92.110001,4479600,27.528312
"451",92.080002,92.080002,90.099998,90.620003,5286600,27.083006
"452",89.150002,90.050003,88.849998,89.529999,4671800,26.757243
"453",89.529999,89.760002,87.629997,88.699997,4381200,26.509186
"454",87.599998,88.599998,87.18,87.5,7003000,26.150551
"455",88.099998,89.900002,88,89.059998,5335800,26.616777
"456",89.400002,91.25,88.809998,90.629997,5971200,27.085993
"457",90.089996,90.550003,88.809998,89.68,5890400,26.802073
"458",89.5,90,85.349998,87.5,9461800,26.150551
"459",86.699997,88,85.800003,86.699997,7401600,25.911459
"460",87.800003,88.169998,86.419998,86.440002,3789800,25.833757
"461",87.25,88.220001,86.949997,87.830002,5296600,26.249177
"462",86.459999,87.160004,85.75,86.599998,3563000,25.881574
"463",85.800003,86.440002,85.330002,86.419998,3887800,25.827778
"464",87.120003,88.669998,86.75,87.800003,3907000,26.240211
"465",87.800003,88.099998,86.120003,86.870003,5444400,25.962268
"466",86.620003,86.980003,84.589996,86,5366200,25.702256
"467",86,87.949997,86,87.699997,5048400,26.210323
"468",88.699997,89.900002,88.07,89.68,4891800,26.802073
"469",88.5,89.5,87.809998,89.220001,4428400,26.664597
"470",89.75,91.5,89.75,91.5,4455000,27.346005
"471",91.900002,92.949997,91.900002,92.800003,5972000,27.734528
"472",91.800003,91.800003,90.18,90.800003,5068800,27.136801
